step,episode,episode_reward,env,seed,agent
384000,384,974.3,ball_in_cup_catch,9,DrQ
392000,392,974.9,ball_in_cup_catch,9,DrQ
400000,400,968.9,ball_in_cup_catch,9,DrQ
408000,408,960.6,ball_in_cup_catch,9,DrQ
416000,416,963.6,ball_in_cup_catch,9,DrQ
424000,424,966.1,ball_in_cup_catch,9,DrQ
432000,432,968.5,ball_in_cup_catch,9,DrQ
440000,440,973.8,ball_in_cup_catch,9,DrQ
448000,448,962.2,ball_in_cup_catch,9,DrQ
456000,456,957.7,ball_in_cup_catch,9,DrQ
464000,464,956.5,ball_in_cup_catch,9,DrQ
472000,472,971.3,ball_in_cup_catch,9,DrQ
480000,480,967.0,ball_in_cup_catch,9,DrQ
488000,488,966.1,ball_in_cup_catch,9,DrQ
496000,496,973.9,ball_in_cup_catch,9,DrQ
504000,504,967.1,ball_in_cup_catch,9,DrQ
512000,512,973.3,ball_in_cup_catch,9,DrQ
520000,520,972.3,ball_in_cup_catch,9,DrQ
528000,528,969.4,ball_in_cup_catch,9,DrQ
536000,536,971.2,ball_in_cup_catch,9,DrQ
544000,544,961.1,ball_in_cup_catch,9,DrQ
552000,552,960.6,ball_in_cup_catch,9,DrQ
560000,560,968.3,ball_in_cup_catch,9,DrQ
568000,568,969.6,ball_in_cup_catch,9,DrQ
576000,576,974.5,ball_in_cup_catch,9,DrQ
584000,584,960.6,ball_in_cup_catch,9,DrQ
592000,592,976.4,ball_in_cup_catch,9,DrQ
600000,600,955.7,ball_in_cup_catch,9,DrQ
608000,608,964.1,ball_in_cup_catch,9,DrQ
616000,616,958.6,ball_in_cup_catch,9,DrQ
624000,624,969.8,ball_in_cup_catch,9,DrQ
632000,632,960.0,ball_in_cup_catch,9,DrQ
640000,640,963.6,ball_in_cup_catch,9,DrQ
648000,648,974.8,ball_in_cup_catch,9,DrQ
656000,656,969.3,ball_in_cup_catch,9,DrQ
664000,664,946.8,ball_in_cup_catch,9,DrQ
672000,672,971.7,ball_in_cup_catch,9,DrQ
680000,680,956.4,ball_in_cup_catch,9,DrQ
688000,688,970.5,ball_in_cup_catch,9,DrQ
696000,696,950.8,ball_in_cup_catch,9,DrQ
704000,704,969.3,ball_in_cup_catch,9,DrQ
712000,712,979.1,ball_in_cup_catch,9,DrQ
720000,720,956.3,ball_in_cup_catch,9,DrQ
728000,728,965.4,ball_in_cup_catch,9,DrQ
736000,736,977.8,ball_in_cup_catch,9,DrQ
744000,744,976.2,ball_in_cup_catch,9,DrQ
752000,752,963.7,ball_in_cup_catch,9,DrQ
760000,760,977.7,ball_in_cup_catch,9,DrQ
768000,768,969.6,ball_in_cup_catch,9,DrQ
776000,776,971.5,ball_in_cup_catch,9,DrQ
784000,784,970.4,ball_in_cup_catch,9,DrQ
792000,792,952.2,ball_in_cup_catch,9,DrQ
800000,800,967.3,ball_in_cup_catch,9,DrQ
808000,808,972.0,ball_in_cup_catch,9,DrQ
816000,816,973.5,ball_in_cup_catch,9,DrQ
824000,824,934.9,ball_in_cup_catch,9,DrQ
832000,832,966.6,ball_in_cup_catch,9,DrQ
840000,840,978.9,ball_in_cup_catch,9,DrQ
848000,848,969.8,ball_in_cup_catch,9,DrQ
856000,856,972.0,ball_in_cup_catch,9,DrQ
864000,864,985.7,ball_in_cup_catch,9,DrQ
872000,872,880.2,ball_in_cup_catch,9,DrQ
880000,880,960.2,ball_in_cup_catch,9,DrQ
888000,888,984.4,ball_in_cup_catch,9,DrQ
896000,896,983.2,ball_in_cup_catch,9,DrQ
904000,904,976.6,ball_in_cup_catch,9,DrQ
912000,912,971.5,ball_in_cup_catch,9,DrQ
920000,920,969.7,ball_in_cup_catch,9,DrQ
928000,928,980.2,ball_in_cup_catch,9,DrQ
936000,936,975.7,ball_in_cup_catch,9,DrQ
944000,944,969.2,ball_in_cup_catch,9,DrQ
952000,952,978.5,ball_in_cup_catch,9,DrQ
960000,960,979.6,ball_in_cup_catch,9,DrQ
968000,968,973.4,ball_in_cup_catch,9,DrQ
976000,976,969.3,ball_in_cup_catch,9,DrQ
984000,984,972.5,ball_in_cup_catch,9,DrQ
992000,992,977.1,ball_in_cup_catch,9,DrQ
1000000,1000,962.6,ball_in_cup_catch,9,DrQ
1008000,1008,969.5,ball_in_cup_catch,9,DrQ
1016000,1016,970.2,ball_in_cup_catch,9,DrQ
1024000,1024,960.8,ball_in_cup_catch,9,DrQ
1032000,1032,979.0,ball_in_cup_catch,9,DrQ
1040000,1040,980.2,ball_in_cup_catch,9,DrQ
1048000,1048,961.6,ball_in_cup_catch,9,DrQ
1056000,1056,991.5,ball_in_cup_catch,9,DrQ
1064000,1064,974.5,ball_in_cup_catch,9,DrQ
1072000,1072,973.7,ball_in_cup_catch,9,DrQ
1080000,1080,963.4,ball_in_cup_catch,9,DrQ
1088000,1088,974.0,ball_in_cup_catch,9,DrQ
1096000,1096,957.1,ball_in_cup_catch,9,DrQ
1104000,1104,952.8,ball_in_cup_catch,9,DrQ
1112000,1112,973.7,ball_in_cup_catch,9,DrQ
1120000,1120,962.5,ball_in_cup_catch,9,DrQ
1128000,1128,971.4,ball_in_cup_catch,9,DrQ
1136000,1136,976.7,ball_in_cup_catch,9,DrQ
1144000,1144,978.0,ball_in_cup_catch,9,DrQ
1152000,1152,965.3,ball_in_cup_catch,9,DrQ
1160000,1160,976.4,ball_in_cup_catch,9,DrQ
1168000,1168,975.0,ball_in_cup_catch,9,DrQ
1176000,1176,975.0,ball_in_cup_catch,9,DrQ
1184000,1184,950.2,ball_in_cup_catch,9,DrQ
1192000,1192,974.6,ball_in_cup_catch,9,DrQ
1200000,1200,968.2,ball_in_cup_catch,9,DrQ
1208000,1208,977.1,ball_in_cup_catch,9,DrQ
1216000,1216,972.1,ball_in_cup_catch,9,DrQ
1224000,1224,973.7,ball_in_cup_catch,9,DrQ
1232000,1232,978.5,ball_in_cup_catch,9,DrQ
1240000,1240,977.2,ball_in_cup_catch,9,DrQ
1248000,1248,974.8,ball_in_cup_catch,9,DrQ
1256000,1256,964.1,ball_in_cup_catch,9,DrQ
1264000,1264,962.9,ball_in_cup_catch,9,DrQ
1272000,1272,963.8,ball_in_cup_catch,9,DrQ
1280000,1280,960.1,ball_in_cup_catch,9,DrQ
1288000,1288,956.9,ball_in_cup_catch,9,DrQ
1296000,1296,973.8,ball_in_cup_catch,9,DrQ
1304000,1304,975.9,ball_in_cup_catch,9,DrQ
1312000,1312,976.6,ball_in_cup_catch,9,DrQ
1320000,1320,975.6,ball_in_cup_catch,9,DrQ
1328000,1328,970.7,ball_in_cup_catch,9,DrQ
1336000,1336,964.2,ball_in_cup_catch,9,DrQ
1344000,1344,981.2,ball_in_cup_catch,9,DrQ
1352000,1352,963.6,ball_in_cup_catch,9,DrQ
1360000,1360,948.2,ball_in_cup_catch,9,DrQ
1368000,1368,959.5,ball_in_cup_catch,9,DrQ
1376000,1376,973.1,ball_in_cup_catch,9,DrQ
1384000,1384,971.3,ball_in_cup_catch,9,DrQ
1392000,1392,975.8,ball_in_cup_catch,9,DrQ
1400000,1400,970.7,ball_in_cup_catch,9,DrQ
1408000,1408,954.5,ball_in_cup_catch,9,DrQ
1416000,1416,974.0,ball_in_cup_catch,9,DrQ
1424000,1424,953.0,ball_in_cup_catch,9,DrQ
1432000,1432,972.0,ball_in_cup_catch,9,DrQ
